monthly_txn_volume,avg_ticket_size,cash_ratio,cross_border_ratio,late_payment_rate,business_age_years,sector_risk_score,director_count,anomaly_risk_score,risk_tier
870,540158.4695469835,0.5173432058592131,0.18591702734373627,0.39529214588300693,14.311489898689253,0.4851213697943221,9,1.6625949549368468,medium
3782,1312262.3519908134,0.19480407979302095,0.6821541399331646,0.27471909020732993,3.5725214023173373,0.20653840921953848,4,1.0402883614964225,low
3102,4194600.607729746,0.6109185775172612,0.055734881183731155,0.20290897964091564,7.516049562908246,0.8817359856566663,3,0.37652810717832164,low
476,162584.00336512548,0.8106198662793589,0.36144950620796157,0.2866441299260684,10.739262002065626,0.809543846001233,2,1.0718139310914014,medium
4436,2601394.495726236,0.5858923457197281,0.17903324467112258,0.1547025356292876,19.67579727978777,0.2794690238302575,5,0.6972271201939056,low
3454,2836076.4089543326,0.7880350458020972,0.7299332718706804,0.5430063265271653,16.00439024568911,0.28736800063775436,9,0.1456016683496325,medium
3181,2806194.5822131084,0.7311079607181669,0.8836533388299114,0.08138839562356957,3.9331334191407925,0.857941993010984,8,0.23328805572200573,medium
2929,2377010.0720424554,0.23765781152713805,0.0787862092034749,0.4135205723283433,7.112890154842327,0.3396353867279965,8,2.546818679735571,low
140,3953224.220884007,0.4358128411091541,0.7850378558664,0.3814615952768452,4.416276027316331,0.4386311272265574,1,3.5389691444812894,high
1695,668581.9044382502,0.1486268844364086,0.8957222937221022,0.2415388941960509,3.1299558734295045,0.6611834975173697,9,4.916290623660523,high
779,1553574.5007383858,0.04193587507510199,0.9739702166140551,0.0818315115590071,2.48760381029999,0.3752292904344633,8,0.7784022732857021,low
2401,3079014.5411724183,0.06306895526413092,0.579386250945089,0.562686168378288,19.317490513765915,0.821965427142041,3,3.491149104478307,high
2443,3455065.879973511,0.9424999298728906,0.32739188600740676,0.4556322892798977,18.142007963744575,0.5712289838480176,8,2.7699846073862155,high
1194,2021338.0104535043,0.9845374591343785,0.3219735998673302,0.6475810809525918,9.716560891706516,0.553788672827472,9,2.39062722289415,high
4565,4376980.9453728385,0.09497750804983995,0.3789700792944526,0.18841896449133647,11.01603821628156,0.5434363514748862,2,3.60920224084537,medium
3395,2078051.4900828758,0.3351934351720487,0.6126674073276269,0.6332512924207352,16.78859272325302,0.18963777541960358,1,1.193276507970526,low
4127,2014477.8956073173,0.11442068015602269,0.490230012139125,0.23355657920184028,13.011883355925692,0.7323534930550885,1,1.5564587323478722,medium
4853,182000.1001754374,0.8342288233689691,0.653635026406835,0.09007258482293362,14.679892546535488,0.5576909110236683,1,1.9230560713577165,high
2914,2756155.5396374743,0.4962970916402817,0.03931387352957616,0.10793303089090643,15.84372320148706,0.14281534036989454,5,0.9119810009151519,low
484,3543695.5117210136,0.6212617559255493,0.10588155038111369,0.1768467842994233,9.712272271102757,0.7802883659628831,2,2.3931072900712023,medium
1092,573076.3794207236,0.5399108657350062,0.9765394994267611,0.5459431168912734,19.498378533536165,0.6835665283519907,4,0.6593328712113661,medium
2568,1527858.3976732662,0.710253583840716,0.9953855021862386,0.19516938805724227,12.60446293055036,0.331111343981635,1,1.5907158021002343,medium
2057,3906503.511960478,0.3191322433170606,0.7466588171393899,0.4830967636973704,12.706356508315551,0.3288314166286066,2,0.5658114438763284,low
2757,1830231.2576324635,0.1374933545300323,0.2563971501810298,0.20521822377934795,2.9067982146315647,0.5037728228157997,7,0.1794148439988824,low
985,1208770.7077381595,0.01762000272971398,0.95338173440055,0.29217877225940453,19.75597052149826,0.10578544167937941,9,1.7760498156646831,medium
1816,3361331.1171619957,0.44569288862593814,0.21370279379170354,0.7117770076298804,1.5084331426537578,0.747696531960998,6,3.0877521850179424,medium
199,984597.1295806065,0.9078344287914373,0.7314313224276058,0.40028963150004276,19.71416338189965,0.8536363842987852,5,0.759450524231754,high
2744,4478368.944996301,0.30526653801226666,0.11525831169203882,0.4802014565292545,18.220255146035,0.45728185874611504,7,4.967286023469427,high
3015,528886.3817346786,0.19595682113562307,0.6489044985598341,0.15142146352848132,17.14276340653979,0.5292592993672621,9,1.3717416799153537,medium
4668,3533042.461611852,0.9260427462471071,0.759515003356136,0.10520485585275674,13.504614015699813,0.7478278084686477,2,0.11347387628832528,medium
1909,2498243.9577305894,0.10544863875129418,0.8596401445880826,0.33054420643843835,12.216275976559277,0.3220791717878141,6,0.14017170986949545,low
1277,4349777.882422571,0.051801033415810105,0.7343061396880105,0.6843083993063395,19.932738348512512,0.49338438449584143,3,3.3328431355405357,medium
1538,631849.2600401568,0.8794131749554379,0.923485355355452,0.1927389287580321,19.48254997558932,0.18879524269808654,4,3.3493518247417065,high
3212,3389796.697561943,0.7009093819546891,0.520923257900725,0.49735396415457966,16.25547836433373,0.6615261939033663,5,4.513514250278925,high
3566,2860701.1412677257,0.4220686381374128,0.6774286068933277,0.6976769741010241,1.828543372349376,0.7342839841147237,5,0.45420645916955493,medium
3900,2400970.621057992,0.752343973008841,0.36955008508835197,0.7475283391251265,7.506115589829528,0.15352451044751023,8,1.8818429758115545,medium
656,2457544.909899909,0.7414399520442692,0.010389449289312513,0.7950322137949505,17.331963415799812,0.8059355996580488,5,4.446365448568599,high
2898,3610162.832030855,0.04006056326058294,0.7566929554673404,0.6103657280101009,14.08015446902797,0.39961557568805817,2,3.9883864917557155,high
2445,4688770.533019176,0.67624681206184,0.8698606478712057,0.06000809422435012,2.527883650431623,0.8377652900712074,2,1.1672487007159509,high
610,457167.0439361214,0.6408723774527126,0.17392447700972702,0.6971695946422346,7.03014597167813,0.8201380193692995,1,4.449836485366711,high
2373,98493.73540499063,0.9637791364163035,0.02864075166529112,0.7085095001628678,0.4865675331320666,0.7327197536387753,2,3.404082547295375,high
2071,4028718.2576135364,0.9666226101597636,0.16450184550146363,0.4458262713613806,17.866785024097975,0.7641196796018501,1,1.3215852000897184,medium
251,541738.7683662459,0.37779932620204393,0.8952892932392891,0.05394532870860465,14.965405183867539,0.3314987213650038,3,0.22412191665281744,low
2051,4933497.283606038,0.5898419118882183,0.2955103893713298,0.38133224901266305,8.773631126661302,0.3938293696408355,5,2.4872160344424454,medium
2834,3097121.896545227,0.14135737488837874,0.2337041148536717,0.16856002870249417,15.23172324014593,0.292049119638701,3,3.5653880759719794,medium
2622,3254681.1098754494,0.06645652595713403,0.014589824843216359,0.35368565402311963,18.675101654856633,0.3836037777035972,7,1.3432208967551695,low
1373,995259.6229871489,0.43277987225890246,0.2970551472100662,0.5793011821204415,5.669844683752285,0.5495241262361255,2,0.8436800634136843,low
1488,1202321.2391730754,0.6898820108350104,0.7156390770222363,0.5340405172457111,5.787755137190182,0.791224361001819,5,0.37640614712681375,medium
2566,3297092.165193151,0.5677611222977269,0.9590892883762197,0.6239934716826907,9.70476448095842,0.5377467230935922,3,4.21012323985344,high
785,4548724.462833051,0.42965692218600193,0.3127412324376333,0.3812181925076071,14.167302586425139,0.6573489195722746,2,0.27365713999971897,low
4024,4911970.3820333155,0.818112546774591,0.24068532021069322,0.40863366665778456,19.86144496320088,0.20863252667230825,4,3.0470188392564825,medium
44,990956.7022088373,0.794427472183747,0.8880690204626343,0.7485513903282678,3.342335962532066,0.8516544169697373,9,3.816216102429,critical
3162,671463.9939262411,0.7319420550777613,0.8525048508322286,0.5049469470118751,6.9084977417047675,0.5665416873520744,9,3.9024093378940194,high
1965,282950.38744619157,0.07703224815376108,0.3281604201436864,0.5980325045048748,7.332455555253598,0.7206476934831766,6,3.268499578831973,medium
1595,4341616.793788478,0.7964696278956436,0.06880515375705398,0.5316137892254956,14.54389705829447,0.8988527354201948,7,3.2639797790430443,high
3953,1474279.5194354872,0.9194213159947,0.9919894404667426,0.5123883308558468,17.743296139386587,0.7877804780982773,1,2.37045954455283,high
3083,10058.357312389055,0.05944208829091646,0.6807042874617848,0.7308337195478534,3.7575232548963444,0.5034950204288368,3,2.0835342555771126,medium
1031,1119866.6121960878,0.40167138880853503,0.9265804970841343,0.28518863550335294,14.301642110716339,0.7944325509179261,2,0.686773926952613,medium
3471,1702864.9594169927,0.9883554897165877,0.3418744743194615,0.34215226537768695,18.201478113615828,0.627140434559718,9,2.6767688295991396,high
2623,4954939.86131393,0.5992388584682836,0.6476854190829942,0.30380032247029587,2.513783813113596,0.684014510461011,8,0.35514925465064795,medium
3853,2618184.4276915514,0.5135774021274628,0.6744972302066128,0.6121575245803895,12.737693603259881,0.6098358401287506,3,2.340985800263585,medium
1510,1024365.0240279115,0.17744614746874354,0.8729054675389191,0.6947356922835858,4.127442877595816,0.330107020085049,8,3.6545037939004943,high
4808,1674756.905222542,0.56548628333417,0.993058037116004,0.2860019201315664,8.878704283348114,0.36758179913384814,8,2.2143149401287947,high
171,1652208.1300968353,0.43904326046945297,0.10866617852398663,0.11387765516985918,2.62349387140505,0.546671156900691,8,2.541414903570642,medium
4307,99609.00656941425,0.12744305557012303,0.6311168454304315,0.3952852959674775,13.704021934357904,0.7992609016555032,4,4.2110294421410535,high
1991,676780.0878029789,0.46433265261803425,0.33643994836258617,0.787462837339533,8.0873700602084,0.46203434466014837,7,3.2329116221139587,medium
1005,3476287.102056353,0.16439930517526047,0.8116584270601219,0.16294541201389956,11.388328607810086,0.5324539665472358,8,0.6379827082115375,medium
4921,602134.6818671024,0.7306636217260566,0.7541479847464423,0.36160075044301243,10.51849225578213,0.3952772545594052,5,2.7146855127169744,high
3352,1154440.6487539879,0.9736483661436229,0.8925185242239138,0.21710944263560103,13.910297576419037,0.11450837296062036,9,1.8228768623930236,medium
4561,1754335.7547231396,0.46957704842569614,0.3437028772804831,0.7381431069081428,17.922008962826332,0.6148315508055252,9,1.0341627636668034,medium
3808,3788916.9875669666,0.6323683319146128,0.18453034415776504,0.4407338460532277,5.667011833905066,0.5527485528363719,3,3.239843402939785,medium
1285,2912422.423374831,0.4309755247668423,0.0218016771511641,0.46299556725309937,11.943819595287835,0.8826050963836218,3,1.9325166129454374,medium
1026,3445310.924957853,0.13845385365700535,0.25550668371821117,0.006608997304080333,11.517950936631246,0.5063734267071299,8,3.836534647659186,medium
347,2835494.614775441,0.9705552864754987,0.367171539755231,0.5222238043617543,6.3713918515013415,0.5279582200419433,7,2.932503938294509,high
888,3418278.5336841233,0.1295786640840797,0.946066985947992,0.24508193712643955,10.041764479052858,0.3258095730463073,9,0.5212830955354719,low
1086,15207.92616619826,0.11162680851354068,0.4913726338472527,0.4107330750553578,0.905018155485686,0.17967927076619594,2,1.7517463967441393,low
